,method_num,host_num,content_length,url_len,digits,spec_chars,not_alpha_chars,payload_args,c_len,c_digits,c_spec_chars,c_not_alpha_chars,c_payload_args
6664,0,1,65,61,7,8,18,0,65,7,5,18,4
6665,2,1,0,71,8,9,21,1,0,0,0,0,0
6666,0,1,4,66,7,8,18,0,4,1,0,2,0
6667,2,1,0,58,7,8,18,0,0,0,0,0,0
6668,2,1,0,91,7,9,21,1,0,0,0,0,0
6669,0,1,33,57,7,8,18,0,33,0,0,2,0
6670,2,1,0,59,7,8,18,0,0,0,0,0,0
6671,2,1,0,100,12,11,31,3,0,0,0,0,0
6672,0,1,43,56,7,8,18,0,43,5,2,12,2
6673,2,1,0,60,7,8,18,0,0,0,0,0,0
6674,2,1,0,312,51,24,101,13,0,0,0,0,0
6675,0,1,252,59,7,8,18,0,252,44,15,82,12
6676,2,1,0,75,8,9,22,1,0,0,0,0,0
6677,0,1,17,57,7,8,18,0,17,1,0,3,0
6678,2,1,0,58,7,8,18,0,0,0,0,0,0
6679,2,1,0,55,7,8,18,0,0,0,0,0,0
6680,2,1,0,56,7,8,18,0,0,0,0,0,0
6681,2,1,0,57,7,8,18,0,0,0,0,0,0
6682,2,1,0,67,7,9,19,0,0,0,0,0,0
6683,2,1,0,66,7,9,19,0,0,0,0,0,0
6684,2,1,0,67,7,9,19,0,0,0,0,0,0
6685,2,1,0,57,7,8,18,0,0,0,0,0,0
6686,2,1,0,317,48,25,98,13,0,0,0,0,0
6687,0,1,258,58,7,8,18,0,258,41,16,79,12
6688,2,1,0,57,7,8,18,0,0,0,0,0,0
6689,2,1,0,57,7,8,18,0,0,0,0,0,0
6690,2,1,0,53,8,8,19,0,0,0,0,0,0
6691,2,1,0,53,8,8,19,0,0,0,0,0,0
6692,2,1,0,53,8,8,19,0,0,0,0,0,0
6693,2,1,0,59,7,8,18,0,0,0,0,0,0
6694,2,1,0,56,7,8,18,0,0,0,0,0,0
6695,2,1,0,65,7,8,18,0,0,0,0,0,0
6696,2,1,0,48,7,7,17,0,0,0,0,0,0
6697,2,1,0,125,14,14,39,5,0,0,0,0,0
6698,0,1,67,57,7,8,18,0,67,7,5,20,4
6699,2,1,0,124,9,13,30,5,0,0,0,0,0
6700,0,1,62,61,7,8,18,0,62,2,4,11,4
6701,2,1,0,71,8,9,21,1,0,0,0,0,0
6702,0,1,4,66,7,8,18,0,4,1,0,2,0
6703,2,1,0,58,7,8,18,0,0,0,0,0,0
6704,2,1,0,91,7,9,21,1,0,0,0,0,0
6705,0,1,33,57,7,8,18,0,33,0,0,2,0
6706,2,1,0,59,7,8,18,0,0,0,0,0,0
6707,2,1,0,95,12,11,29,3,0,0,0,0,0
6708,0,1,38,56,7,8,18,0,38,5,2,10,2
6709,2,1,0,60,7,8,18,0,0,0,0,0,0
6710,2,1,0,306,48,26,98,13,0,0,0,0,0
6711,0,1,246,59,7,8,18,0,246,41,17,79,12
6712,2,1,0,75,8,9,22,1,0,0,0,0,0
6713,0,1,17,57,7,8,18,0,17,1,0,3,0
6714,2,1,0,58,7,8,18,0,0,0,0,0,0
6715,2,1,0,55,7,8,18,0,0,0,0,0,0
6716,2,1,0,56,7,8,18,0,0,0,0,0,0
6717,2,1,0,57,7,8,18,0,0,0,0,0,0
6718,2,1,0,67,7,9,19,0,0,0,0,0,0
6719,2,1,0,66,7,9,19,0,0,0,0,0,0
6720,2,1,0,67,7,9,19,0,0,0,0,0,0
6721,2,1,0,57,7,8,18,0,0,0,0,0,0
6722,2,1,0,308,46,26,96,13,0,0,0,0,0
6723,0,1,249,58,7,8,18,0,249,39,17,77,12
6724,2,1,0,57,7,8,18,0,0,0,0,0,0
6725,2,1,0,57,7,8,18,0,0,0,0,0,0
6726,2,1,0,53,8,8,19,0,0,0,0,0,0
6727,2,1,0,53,8,8,19,0,0,0,0,0,0
6728,2,1,0,53,8,8,19,0,0,0,0,0,0
6729,2,1,0,59,7,8,18,0,0,0,0,0,0
6730,2,1,0,56,7,8,18,0,0,0,0,0,0
6731,2,1,0,65,7,8,18,0,0,0,0,0,0
6732,2,1,0,48,7,7,17,0,0,0,0,0,0
6733,2,1,0,125,14,14,39,5,0,0,0,0,0
6734,0,1,67,57,7,8,18,0,67,7,5,20,4
6735,2,1,0,123,13,13,34,5,0,0,0,0,0
6736,0,1,61,61,7,8,18,0,61,6,4,15,4
6737,2,1,0,71,8,9,21,1,0,0,0,0,0
6738,0,1,4,66,7,8,18,0,4,1,0,2,0
6739,2,1,0,58,7,8,18,0,0,0,0,0,0
6740,2,1,0,91,7,9,21,1,0,0,0,0,0
6741,0,1,33,57,7,8,18,0,33,0,0,2,0
6742,2,1,0,59,7,8,18,0,0,0,0,0,0
6743,2,1,0,100,12,11,31,3,0,0,0,0,0
6744,0,1,43,56,7,8,18,0,43,5,2,12,2
6745,2,1,0,60,7,8,18,0,0,0,0,0,0
6746,2,1,0,316,46,26,94,13,0,0,0,0,0
6747,0,1,256,59,7,8,18,0,256,39,17,75,12
6748,2,1,0,75,8,9,22,1,0,0,0,0,0
6749,0,1,17,57,7,8,18,0,17,1,0,3,0
6750,2,1,0,58,7,8,18,0,0,0,0,0,0
6751,2,1,0,55,7,8,18,0,0,0,0,0,0
6752,2,1,0,56,7,8,18,0,0,0,0,0,0
6753,2,1,0,57,7,8,18,0,0,0,0,0,0
6754,2,1,0,67,7,9,19,0,0,0,0,0,0
6755,2,1,0,66,7,9,19,0,0,0,0,0,0
6756,2,1,0,67,7,9,19,0,0,0,0,0,0
6757,2,1,0,57,7,8,18,0,0,0,0,0,0
6758,2,1,0,324,51,28,102,13,0,0,0,0,0
6759,0,1,265,58,7,8,18,0,265,44,19,83,12
6760,2,1,0,57,7,8,18,0,0,0,0,0,0
6761,2,1,0,57,7,8,18,0,0,0,0,0,0
6762,2,1,0,53,8,8,19,0,0,0,0,0,0
6763,2,1,0,53,8,8,19,0,0,0,0,0,0
6764,2,1,0,53,8,8,19,0,0,0,0,0,0
6765,2,1,0,59,7,8,18,0,0,0,0,0,0
6766,2,1,0,56,7,8,18,0,0,0,0,0,0
6767,2,1,0,65,7,8,18,0,0,0,0,0,0
6768,2,1,0,48,7,7,17,0,0,0,0,0,0
6769,2,1,0,129,14,14,39,5,0,0,0,0,0
6770,0,1,71,57,7,8,18,0,71,7,5,20,4
6771,2,1,0,123,11,13,32,5,0,0,0,0,0
6772,0,1,61,61,7,8,18,0,61,4,4,13,4
6773,2,1,0,71,8,9,21,1,0,0,0,0,0
6774,0,1,4,66,7,8,18,0,4,1,0,2,0
6775,2,1,0,58,7,8,18,0,0,0,0,0,0
6776,2,1,0,91,7,9,21,1,0,0,0,0,0
6777,0,1,33,57,7,8,18,0,33,0,0,2,0
6778,2,1,0,59,7,8,18,0,0,0,0,0,0
6779,2,1,0,95,12,11,29,3,0,0,0,0,0
6780,0,1,38,56,7,8,18,0,38,5,2,10,2
6781,2,1,0,60,7,8,18,0,0,0,0,0,0
6782,2,1,0,305,47,26,93,13,0,0,0,0,0
6783,0,1,245,59,7,8,18,0,245,40,17,74,12
6784,2,1,0,75,8,9,22,1,0,0,0,0,0
6785,0,1,17,57,7,8,18,0,17,1,0,3,0
6786,2,1,0,58,7,8,18,0,0,0,0,0,0
6787,2,1,0,55,7,8,18,0,0,0,0,0,0
6788,2,1,0,56,7,8,18,0,0,0,0,0,0
6789,2,1,0,57,7,8,18,0,0,0,0,0,0
6790,2,1,0,67,7,9,19,0,0,0,0,0,0
6791,2,1,0,66,7,9,19,0,0,0,0,0,0
6792,2,1,0,67,7,9,19,0,0,0,0,0,0
6793,2,1,0,57,7,8,18,0,0,0,0,0,0
6794,2,1,0,308,45,23,92,13,0,0,0,0,0
6795,0,1,249,58,7,8,18,0,249,38,14,73,12
6796,2,1,0,57,7,8,18,0,0,0,0,0,0
6797,2,1,0,57,7,8,18,0,0,0,0,0,0
6798,2,1,0,53,8,8,19,0,0,0,0,0,0
6799,2,1,0,53,8,8,19,0,0,0,0,0,0
6800,2,1,0,53,8,8,19,0,0,0,0,0,0
6801,2,1,0,59,7,8,18,0,0,0,0,0,0
6802,2,1,0,56,7,8,18,0,0,0,0,0,0
6803,2,1,0,65,7,8,18,0,0,0,0,0,0
6804,2,1,0,48,7,7,17,0,0,0,0,0,0
6805,2,1,0,129,14,14,39,5,0,0,0,0,0
6806,0,1,71,57,7,8,18,0,71,7,5,20,4
6807,2,1,0,125,8,13,29,5,0,0,0,0,0
6808,0,1,63,61,7,8,18,0,63,1,4,10,4
6809,2,1,0,71,8,9,21,1,0,0,0,0,0
6810,0,1,4,66,7,8,18,0,4,1,0,2,0
6811,2,1,0,58,7,8,18,0,0,0,0,0,0
6812,2,1,0,91,7,9,21,1,0,0,0,0,0
6813,0,1,33,57,7,8,18,0,33,0,0,2,0
6814,2,1,0,59,7,8,18,0,0,0,0,0,0
6815,2,1,0,95,12,11,29,3,0,0,0,0,0
6816,0,1,38,56,7,8,18,0,38,5,2,10,2
6817,2,1,0,60,7,8,18,0,0,0,0,0,0
6818,2,1,0,302,45,26,95,13,0,0,0,0,0
6819,0,1,242,59,7,8,18,0,242,38,17,76,12
6820,2,1,0,75,8,9,22,1,0,0,0,0,0
6821,0,1,17,57,7,8,18,0,17,1,0,3,0
6822,2,1,0,58,7,8,18,0,0,0,0,0,0
6823,2,1,0,55,7,8,18,0,0,0,0,0,0
6824,2,1,0,56,7,8,18,0,0,0,0,0,0
6825,2,1,0,57,7,8,18,0,0,0,0,0,0
6826,2,1,0,67,7,9,19,0,0,0,0,0,0
6827,2,1,0,66,7,9,19,0,0,0,0,0,0
6828,2,1,0,67,7,9,19,0,0,0,0,0,0
6829,2,1,0,57,7,8,18,0,0,0,0,0,0
6830,2,1,0,320,48,25,97,13,0,0,0,0,0
6831,0,1,261,58,7,8,18,0,261,41,16,78,12
6832,2,1,0,57,7,8,18,0,0,0,0,0,0
6833,2,1,0,57,7,8,18,0,0,0,0,0,0
6834,2,1,0,53,8,8,19,0,0,0,0,0,0
6835,2,1,0,53,8,8,19,0,0,0,0,0,0
6836,2,1,0,53,8,8,19,0,0,0,0,0,0
6837,2,1,0,59,7,8,18,0,0,0,0,0,0
6838,2,1,0,56,7,8,18,0,0,0,0,0,0
6839,2,1,0,65,7,8,18,0,0,0,0,0,0
6840,2,1,0,48,7,7,17,0,0,0,0,0,0
6841,2,1,0,132,16,16,43,5,0,0,0,0,0
6842,0,1,74,57,7,8,18,0,74,9,7,24,4
6843,2,1,0,129,8,13,29,5,0,0,0,0,0
6844,0,1,67,61,7,8,18,0,67,1,4,10,4
6845,2,1,0,71,8,9,21,1,0,0,0,0,0
6846,0,1,4,66,7,8,18,0,4,1,0,2,0
6847,2,1,0,58,7,8,18,0,0,0,0,0,0
6848,2,1,0,91,7,9,21,1,0,0,0,0,0
6849,0,1,33,57,7,8,18,0,33,0,0,2,0
6850,2,1,0,59,7,8,18,0,0,0,0,0,0
6851,2,1,0,95,12,11,29,3,0,0,0,0,0
6852,0,1,38,56,7,8,18,0,38,5,2,10,2
6853,2,1,0,60,7,8,18,0,0,0,0,0,0
6854,2,1,0,304,50,26,96,13,0,0,0,0,0
6855,0,1,244,59,7,8,18,0,244,43,17,77,12
6856,2,1,0,75,8,9,22,1,0,0,0,0,0
6857,0,1,17,57,7,8,18,0,17,1,0,3,0
6858,2,1,0,58,7,8,18,0,0,0,0,0,0
6859,2,1,0,55,7,8,18,0,0,0,0,0,0
6860,2,1,0,56,7,8,18,0,0,0,0,0,0
6861,2,1,0,57,7,8,18,0,0,0,0,0,0
6862,2,1,0,67,7,9,19,0,0,0,0,0,0
6863,2,1,0,66,7,9,19,0,0,0,0,0,0
6864,2,1,0,67,7,9,19,0,0,0,0,0,0
6865,2,1,0,57,7,8,18,0,0,0,0,0,0
6866,2,1,0,324,47,28,97,13,0,0,0,0,0
6867,0,1,265,58,7,8,18,0,265,40,19,78,12
6868,2,1,0,57,7,8,18,0,0,0,0,0,0
6869,2,1,0,57,7,8,18,0,0,0,0,0,0
6870,2,1,0,53,8,8,19,0,0,0,0,0,0
6871,2,1,0,53,8,8,19,0,0,0,0,0,0
6872,2,1,0,53,8,8,19,0,0,0,0,0,0
6873,2,1,0,59,7,8,18,0,0,0,0,0,0
6874,2,1,0,56,7,8,18,0,0,0,0,0,0
6875,2,1,0,65,7,8,18,0,0,0,0,0,0
6876,2,1,0,48,7,7,17,0,0,0,0,0,0
6877,2,1,0,133,17,16,44,5,0,0,0,0,0
6878,0,1,75,57,7,8,18,0,75,10,7,25,4
6879,2,1,0,127,9,14,31,5,0,0,0,0,0
6880,0,1,65,61,7,8,18,0,65,2,5,12,4
6881,2,1,0,71,8,9,21,1,0,0,0,0,0
6882,0,1,4,66,7,8,18,0,4,1,0,2,0
6883,2,1,0,58,7,8,18,0,0,0,0,0,0
6884,2,1,0,91,7,9,21,1,0,0,0,0,0
6885,0,1,33,57,7,8,18,0,33,0,0,2,0
6886,2,1,0,59,7,8,18,0,0,0,0,0,0
6887,2,1,0,100,12,11,31,3,0,0,0,0,0
6888,0,1,43,56,7,8,18,0,43,5,2,12,2
6889,2,1,0,60,7,8,18,0,0,0,0,0,0
6890,2,1,0,310,51,26,98,13,0,0,0,0,0
6891,0,1,250,59,7,8,18,0,250,44,17,79,12
6892,2,1,0,75,8,9,22,1,0,0,0,0,0
6893,0,1,17,57,7,8,18,0,17,1,0,3,0
6894,2,1,0,58,7,8,18,0,0,0,0,0,0
6895,2,1,0,55,7,8,18,0,0,0,0,0,0
6896,2,1,0,56,7,8,18,0,0,0,0,0,0
6897,2,1,0,57,7,8,18,0,0,0,0,0,0
6898,2,1,0,67,7,9,19,0,0,0,0,0,0
6899,2,1,0,66,7,9,19,0,0,0,0,0,0
6900,2,1,0,67,7,9,19,0,0,0,0,0,0
6901,2,1,0,57,7,8,18,0,0,0,0,0,0
6902,2,1,0,303,49,24,95,13,0,0,0,0,0
6903,0,1,244,58,7,8,18,0,244,42,15,76,12
6904,2,1,0,57,7,8,18,0,0,0,0,0,0
6905,2,1,0,57,7,8,18,0,0,0,0,0,0
6906,2,1,0,53,8,8,19,0,0,0,0,0,0
6907,2,1,0,53,8,8,19,0,0,0,0,0,0
6908,2,1,0,53,8,8,19,0,0,0,0,0,0
6909,2,1,0,59,7,8,18,0,0,0,0,0,0
6910,2,1,0,56,7,8,18,0,0,0,0,0,0
6911,2,1,0,65,7,8,18,0,0,0,0,0,0
6912,2,1,0,48,7,7,17,0,0,0,0,0,0
6913,2,1,0,133,17,16,44,5,0,0,0,0,0
6914,0,1,75,57,7,8,18,0,75,10,7,25,4
6915,2,1,0,123,8,14,31,5,0,0,0,0,0
6916,0,1,61,61,7,8,18,0,61,1,5,12,4
6917,2,1,0,71,8,9,21,1,0,0,0,0,0
6918,0,1,4,66,7,8,18,0,4,1,0,2,0
6919,2,1,0,58,7,8,18,0,0,0,0,0,0
6920,2,1,0,91,7,9,21,1,0,0,0,0,0
6921,0,1,33,57,7,8,18,0,33,0,0,2,0
6922,2,1,0,59,7,8,18,0,0,0,0,0,0
6923,2,1,0,100,12,11,31,3,0,0,0,0,0
6924,0,1,43,56,7,8,18,0,43,5,2,12,2
6925,2,1,0,60,7,8,18,0,0,0,0,0,0
6926,2,1,0,312,45,23,92,13,0,0,0,0,0
6927,0,1,252,59,7,8,18,0,252,38,14,73,12
6928,2,1,0,75,8,9,22,1,0,0,0,0,0
6929,0,1,17,57,7,8,18,0,17,1,0,3,0
6930,2,1,0,58,7,8,18,0,0,0,0,0,0
6931,2,1,0,55,7,8,18,0,0,0,0,0,0
6932,2,1,0,56,7,8,18,0,0,0,0,0,0
6933,2,1,0,57,7,8,18,0,0,0,0,0,0
6934,2,1,0,67,7,9,19,0,0,0,0,0,0
6935,2,1,0,66,7,9,19,0,0,0,0,0,0
6936,2,1,0,67,7,9,19,0,0,0,0,0,0
6937,2,1,0,57,7,8,18,0,0,0,0,0,0
6938,2,1,0,311,48,24,95,13,0,0,0,0,0
6939,0,1,252,58,7,8,18,0,252,41,15,76,12
6940,2,1,0,57,7,8,18,0,0,0,0,0,0
6941,2,1,0,57,7,8,18,0,0,0,0,0,0
6942,2,1,0,53,8,8,19,0,0,0,0,0,0
6943,2,1,0,53,8,8,19,0,0,0,0,0,0
6944,2,1,0,53,8,8,19,0,0,0,0,0,0
6945,2,1,0,59,7,8,18,0,0,0,0,0,0
6946,2,1,0,56,7,8,18,0,0,0,0,0,0
6947,2,1,0,65,7,8,18,0,0,0,0,0,0
6948,2,1,0,48,7,7,17,0,0,0,0,0,0
6949,2,1,0,132,16,16,43,5,0,0,0,0,0
6950,0,1,74,57,7,8,18,0,74,9,7,24,4
6951,2,1,0,128,14,13,35,5,0,0,0,0,0
6952,0,1,66,61,7,8,18,0,66,7,4,16,4
6953,2,1,0,71,8,9,21,1,0,0,0,0,0
6954,0,1,4,66,7,8,18,0,4,1,0,2,0
6955,2,1,0,58,7,8,18,0,0,0,0,0,0
6956,2,1,0,91,7,9,21,1,0,0,0,0,0
6957,0,1,33,57,7,8,18,0,33,0,0,2,0
6958,2,1,0,59,7,8,18,0,0,0,0,0,0
6959,2,1,0,95,12,11,29,3,0,0,0,0,0
6960,0,1,38,56,7,8,18,0,38,5,2,10,2
6961,2,1,0,60,7,8,18,0,0,0,0,0,0
6962,2,1,0,312,42,23,87,13,0,0,0,0,0
6963,0,1,252,59,7,8,18,0,252,35,14,68,12
6964,2,1,0,75,8,9,22,1,0,0,0,0,0
6965,0,1,17,57,7,8,18,0,17,1,0,3,0
6966,2,1,0,58,7,8,18,0,0,0,0,0,0
6967,2,1,0,55,7,8,18,0,0,0,0,0,0
6968,2,1,0,56,7,8,18,0,0,0,0,0,0
6969,2,1,0,57,7,8,18,0,0,0,0,0,0
6970,2,1,0,67,7,9,19,0,0,0,0,0,0
6971,2,1,0,66,7,9,19,0,0,0,0,0,0
6972,2,1,0,67,7,9,19,0,0,0,0,0,0
6973,2,1,0,57,7,8,18,0,0,0,0,0,0
6974,2,1,0,325,46,23,93,13,0,0,0,0,0
6975,0,1,266,58,7,8,18,0,266,39,14,74,12
6976,2,1,0,57,7,8,18,0,0,0,0,0,0
6977,2,1,0,57,7,8,18,0,0,0,0,0,0
6978,2,1,0,53,8,8,19,0,0,0,0,0,0
6979,2,1,0,53,8,8,19,0,0,0,0,0,0
6980,2,1,0,53,8,8,19,0,0,0,0,0,0
6981,2,1,0,59,7,8,18,0,0,0,0,0,0
6982,2,1,0,56,7,8,18,0,0,0,0,0,0
6983,2,1,0,65,7,8,18,0,0,0,0,0,0
6984,2,1,0,48,7,7,17,0,0,0,0,0,0
6985,2,1,0,125,14,14,39,5,0,0,0,0,0
6986,0,1,67,57,7,8,18,0,67,7,5,20,4
6987,2,1,0,123,12,13,33,5,0,0,0,0,0
6988,0,1,61,61,7,8,18,0,61,5,4,14,4
6989,2,1,0,71,8,9,21,1,0,0,0,0,0
6990,0,1,4,66,7,8,18,0,4,1,0,2,0
6991,2,1,0,58,7,8,18,0,0,0,0,0,0
6992,2,1,0,91,7,9,21,1,0,0,0,0,0
6993,0,1,33,57,7,8,18,0,33,0,0,2,0
6994,2,1,0,59,7,8,18,0,0,0,0,0,0
6995,2,1,0,95,12,11,29,3,0,0,0,0,0
6996,0,1,38,56,7,8,18,0,38,5,2,10,2
6997,2,1,0,60,7,8,18,0,0,0,0,0,0
6998,2,1,0,313,47,26,98,13,0,0,0,0,0
6999,0,1,253,59,7,8,18,0,253,40,17,79,12
7000,2,1,0,75,8,9,22,1,0,0,0,0,0
7001,0,1,17,57,7,8,18,0,17,1,0,3,0
7002,2,1,0,58,7,8,18,0,0,0,0,0,0
7003,2,1,0,55,7,8,18,0,0,0,0,0,0
7004,2,1,0,56,7,8,18,0,0,0,0,0,0
7005,2,1,0,57,7,8,18,0,0,0,0,0,0
7006,2,1,0,67,7,9,19,0,0,0,0,0,0
7007,2,1,0,66,7,9,19,0,0,0,0,0,0
7008,2,1,0,67,7,9,19,0,0,0,0,0,0
7009,2,1,0,57,7,8,18,0,0,0,0,0,0
7010,2,1,0,328,49,23,98,13,0,0,0,0,0
7011,0,1,269,58,7,8,18,0,269,42,14,79,12
7012,2,1,0,57,7,8,18,0,0,0,0,0,0
7013,2,1,0,57,7,8,18,0,0,0,0,0,0
7014,2,1,0,53,8,8,19,0,0,0,0,0,0
7015,2,1,0,53,8,8,19,0,0,0,0,0,0
7016,2,1,0,53,8,8,19,0,0,0,0,0,0
7017,2,1,0,59,7,8,18,0,0,0,0,0,0
7018,2,1,0,56,7,8,18,0,0,0,0,0,0
7019,2,1,0,65,7,8,18,0,0,0,0,0,0
7020,2,1,0,48,7,7,17,0,0,0,0,0,0
7021,2,1,0,129,14,14,39,5,0,0,0,0,0
7022,0,1,71,57,7,8,18,0,71,7,5,20,4
7023,2,1,0,121,8,13,29,5,0,0,0,0,0
7024,0,1,59,61,7,8,18,0,59,1,4,10,4
7025,2,1,0,71,8,9,21,1,0,0,0,0,0
7026,0,1,4,66,7,8,18,0,4,1,0,2,0
7027,2,1,0,58,7,8,18,0,0,0,0,0,0
7028,2,1,0,91,7,9,21,1,0,0,0,0,0
7029,0,1,33,57,7,8,18,0,33,0,0,2,0
7030,2,1,0,59,7,8,18,0,0,0,0,0,0
7031,2,1,0,95,12,11,29,3,0,0,0,0,0
7032,0,1,38,56,7,8,18,0,38,5,2,10,2
7033,2,1,0,60,7,8,18,0,0,0,0,0,0
7034,2,1,0,295,41,23,85,13,0,0,0,0,0
7035,0,1,235,59,7,8,18,0,235,34,14,66,12
7036,2,1,0,75,8,9,22,1,0,0,0,0,0
7037,0,1,17,57,7,8,18,0,17,1,0,3,0
7038,2,1,0,58,7,8,18,0,0,0,0,0,0
7039,2,1,0,55,7,8,18,0,0,0,0,0,0
7040,2,1,0,56,7,8,18,0,0,0,0,0,0
7041,2,1,0,57,7,8,18,0,0,0,0,0,0
7042,2,1,0,67,7,9,19,0,0,0,0,0,0
7043,2,1,0,66,7,9,19,0,0,0,0,0,0
7044,2,1,0,67,7,9,19,0,0,0,0,0,0
7045,2,1,0,57,7,8,18,0,0,0,0,0,0
7046,2,1,0,321,47,23,92,13,0,0,0,0,0
7047,0,1,262,58,7,8,18,0,262,40,14,73,12
7048,2,1,0,57,7,8,18,0,0,0,0,0,0
7049,2,1,0,57,7,8,18,0,0,0,0,0,0
7050,2,1,0,53,8,8,19,0,0,0,0,0,0
7051,2,1,0,53,8,8,19,0,0,0,0,0,0
7052,2,1,0,53,8,8,19,0,0,0,0,0,0
7053,2,1,0,59,7,8,18,0,0,0,0,0,0
7054,2,1,0,56,7,8,18,0,0,0,0,0,0
7055,2,1,0,65,7,8,18,0,0,0,0,0,0
7056,2,1,0,48,7,7,17,0,0,0,0,0,0
7057,2,1,0,130,15,14,40,5,0,0,0,0,0
7058,0,1,72,57,7,8,18,0,72,8,5,21,4
7059,2,1,0,126,9,13,30,5,0,0,0,0,0
7060,0,1,64,61,7,8,18,0,64,2,4,11,4
7061,2,1,0,71,8,9,21,1,0,0,0,0,0
7062,0,1,4,66,7,8,18,0,4,1,0,2,0
7063,2,1,0,58,7,8,18,0,0,0,0,0,0
7064,2,1,0,91,7,9,21,1,0,0,0,0,0
7065,0,1,33,57,7,8,18,0,33,0,0,2,0
7066,2,1,0,59,7,8,18,0,0,0,0,0,0
7067,2,1,0,100,12,11,31,3,0,0,0,0,0
7068,0,1,43,56,7,8,18,0,43,5,2,12,2
7069,2,1,0,60,7,8,18,0,0,0,0,0,0
7070,2,1,0,342,49,28,105,13,0,0,0,0,0
7071,0,1,282,59,7,8,18,0,282,42,19,86,12
7072,2,1,0,75,8,9,22,1,0,0,0,0,0
7073,0,1,17,57,7,8,18,0,17,1,0,3,0
7074,2,1,0,58,7,8,18,0,0,0,0,0,0
7075,2,1,0,55,7,8,18,0,0,0,0,0,0
7076,2,1,0,56,7,8,18,0,0,0,0,0,0
7077,2,1,0,57,7,8,18,0,0,0,0,0,0
7078,2,1,0,67,7,9,19,0,0,0,0,0,0
7079,2,1,0,66,7,9,19,0,0,0,0,0,0
7080,2,1,0,67,7,9,19,0,0,0,0,0,0
7081,2,1,0,57,7,8,18,0,0,0,0,0,0
7082,2,1,0,293,45,25,90,13,0,0,0,0,0
7083,0,1,234,58,7,8,18,0,234,38,16,71,12
7084,2,1,0,57,7,8,18,0,0,0,0,0,0
7085,2,1,0,57,7,8,18,0,0,0,0,0,0
7086,2,1,0,53,8,8,19,0,0,0,0,0,0
7087,2,1,0,53,8,8,19,0,0,0,0,0,0
7088,2,1,0,53,8,8,19,0,0,0,0,0,0
7089,2,1,0,59,7,8,18,0,0,0,0,0,0
7090,2,1,0,56,7,8,18,0,0,0,0,0,0
7091,2,1,0,65,7,8,18,0,0,0,0,0,0
7092,2,1,0,48,7,7,17,0,0,0,0,0,0
7093,2,1,0,129,14,14,39,5,0,0,0,0,0
7094,0,1,71,57,7,8,18,0,71,7,5,20,4
7095,2,1,0,121,10,13,31,5,0,0,0,0,0
7096,0,1,59,61,7,8,18,0,59,3,4,12,4
7097,2,1,0,71,8,9,21,1,0,0,0,0,0
7098,0,1,4,66,7,8,18,0,4,1,0,2,0
7099,2,1,0,58,7,8,18,0,0,0,0,0,0
7100,2,1,0,91,7,9,21,1,0,0,0,0,0
7101,0,1,33,57,7,8,18,0,33,0,0,2,0
7102,2,1,0,59,7,8,18,0,0,0,0,0,0
7103,2,1,0,95,12,11,29,3,0,0,0,0,0
7104,0,1,38,56,7,8,18,0,38,5,2,10,2
7105,2,1,0,60,7,8,18,0,0,0,0,0,0
7106,2,1,0,293,48,24,93,13,0,0,0,0,0
7107,0,1,233,59,7,8,18,0,233,41,15,74,12
7108,2,1,0,75,8,9,22,1,0,0,0,0,0
7109,0,1,17,57,7,8,18,0,17,1,0,3,0
7110,2,1,0,58,7,8,18,0,0,0,0,0,0
7111,2,1,0,55,7,8,18,0,0,0,0,0,0
7112,2,1,0,56,7,8,18,0,0,0,0,0,0
7113,2,1,0,57,7,8,18,0,0,0,0,0,0
7114,2,1,0,67,7,9,19,0,0,0,0,0,0
7115,2,1,0,66,7,9,19,0,0,0,0,0,0
7116,2,1,0,67,7,9,19,0,0,0,0,0,0
7117,2,1,0,57,7,8,18,0,0,0,0,0,0
7118,2,1,0,310,49,24,94,13,0,0,0,0,0
7119,0,1,251,58,7,8,18,0,251,42,15,75,12
7120,2,1,0,57,7,8,18,0,0,0,0,0,0
7121,2,1,0,57,7,8,18,0,0,0,0,0,0
7122,2,1,0,53,8,8,19,0,0,0,0,0,0
7123,2,1,0,53,8,8,19,0,0,0,0,0,0
7124,2,1,0,53,8,8,19,0,0,0,0,0,0
7125,2,1,0,59,7,8,18,0,0,0,0,0,0
7126,2,1,0,56,7,8,18,0,0,0,0,0,0
7127,2,1,0,65,7,8,18,0,0,0,0,0,0
7128,2,1,0,48,7,7,17,0,0,0,0,0,0
7129,2,1,0,125,14,14,39,5,0,0,0,0,0
7130,0,1,67,57,7,8,18,0,67,7,5,20,4
7131,2,1,0,125,8,13,29,5,0,0,0,0,0
7132,0,1,63,61,7,8,18,0,63,1,4,10,4
7133,2,1,0,71,8,9,21,1,0,0,0,0,0
7134,0,1,4,66,7,8,18,0,4,1,0,2,0
7135,2,1,0,58,7,8,18,0,0,0,0,0,0
7136,2,1,0,91,7,9,21,1,0,0,0,0,0
7137,0,1,33,57,7,8,18,0,33,0,0,2,0
7138,2,1,0,59,7,8,18,0,0,0,0,0,0
7139,2,1,0,100,12,11,31,3,0,0,0,0,0
7140,0,1,43,56,7,8,18,0,43,5,2,12,2
7141,2,1,0,60,7,8,18,0,0,0,0,0,0
7142,2,1,0,321,48,24,96,13,0,0,0,0,0
7143,0,1,261,59,7,8,18,0,261,41,15,77,12
